pref,date,ML,Low_90,High_90,Low_50,High_50
東久留米市,2020-04-30,0.65,0.00,3.44,0.17,1.63
東久留米市,2020-05-01,0.65,0.00,3.48,0.12,1.60
東久留米市,2020-05-02,0.65,0.00,3.52,0.15,1.64
東久留米市,2020-05-03,0.66,0.00,3.55,0.10,1.61
東久留米市,2020-05-04,0.66,0.00,3.59,0.13,1.65
東久留米市,2020-05-05,0.66,0.00,3.62,0.17,1.70
東久留米市,2020-05-06,0.66,0.00,3.66,0.11,1.66
東大和市,2020-03-31,3.00,0.86,6.84,1.86,4.27
東大和市,2020-04-01,3.03,0.87,6.96,1.84,4.29
東大和市,2020-04-02,3.06,0.81,7.01,1.82,4.31
東大和市,2020-04-03,3.08,0.76,7.06,1.91,4.43
東大和市,2020-04-04,3.11,0.64,7.04,1.86,4.42
東大和市,2020-04-05,3.13,0.60,7.08,1.82,4.42
東大和市,2020-04-06,3.16,0.59,7.14,1.87,4.50
東大和市,2020-04-07,2.63,0.25,5.59,1.51,3.72
東大和市,2020-04-08,2.64,0.21,5.60,1.48,3.73
東大和市,2020-04-09,2.23,0.01,4.66,1.19,3.21
東大和市,2020-04-10,2.24,0.05,4.73,1.12,3.18
東大和市,2020-04-11,1.85,0.00,4.11,0.76,2.64
東大和市,2020-04-12,1.84,0.00,4.15,0.65,2.56
東大和市,2020-04-13,1.82,0.00,4.19,0.64,2.57
東大和市,2020-04-14,1.80,0.00,4.22,0.60,2.55
東大和市,2020-04-15,1.77,0.00,4.26,0.54,2.51
東大和市,2020-04-16,1.73,0.00,4.29,0.46,2.45
東大和市,2020-04-17,1.70,0.00,4.33,0.49,2.49
東大和市,2020-04-18,0.74,0.00,3.80,0.23,1.94
東大和市,2020-04-19,0.73,0.00,3.84,0.20,1.92
東大和市,2020-04-20,0.73,0.00,3.87,0.19,1.92
東大和市,2020-04-21,0.73,0.00,3.91,0.18,1.92
東大和市,2020-04-22,0.74,0.00,3.94,0.18,1.93
東大和市,2020-04-23,0.74,0.00,3.98,0.18,1.94
東大和市,2020-04-24,0.60,0.00,3.50,0.13,1.61
東大和市,2020-04-25,0.61,0.00,3.53,0.16,1.65
東大和市,2020-04-26,0.62,0.00,3.57,0.09,1.60
東大和市,2020-04-27,0.63,0.00,3.60,0.11,1.63
東大和市,2020-04-28,0.64,0.00,3.64,0.14,1.67
東大和市,2020-04-29,0.64,0.00,3.67,0.09,1.64
東大和市,2020-04-30,0.65,0.00,3.71,0.11,1.67
東大和市,2020-05-01,0.65,0.00,3.74,0.15,1.72
東大和市,2020-05-02,0.66,0.00,3.77,0.10,1.69
東大和市,2020-05-03,0.66,0.00,3.81,0.12,1.72
東大和市,2020-05-04,0.66,0.00,3.84,0.15,1.76
東大和市,2020-05-05,0.67,0.00,3.87,0.10,1.73
東大和市,2020-05-06,0.67,0.00,3.90,0.11,1.75
東村山市,2020-03-31,3.00,0.86,6.84,1.86,4.27
東村山市,2020-04-01,3.03,0.87,6.96,1.84,4.29
東村山市,2020-04-02,3.06,0.81,7.01,1.82,4.31
東村山市,2020-04-03,3.08,0.76,7.06,1.91,4.43
東村山市,2020-04-04,3.11,0.64,7.04,1.86,4.42
東村山市,2020-04-05,2.61,0.43,5.67,1.56,3.70
東村山市,2020-04-06,2.63,0.35,5.66,1.56,3.74
東村山市,2020-04-07,2.66,0.30,5.67,1.54,3.76
東村山市,2020-04-08,2.67,0.20,5.63,1.51,3.77
東村山市,2020-04-09,2.69,0.21,5.68,1.47,3.77
東村山市,2020-04-10,2.70,0.13,5.65,1.53,3.86
東村山市,2020-04-11,2.72,0.10,5.66,1.46,3.83
東村山市,2020-04-12,2.73,0.13,5.72,1.49,3.89
東村山市,2020-04-13,2.74,0.07,5.70,1.54,3.97
東村山市,2020-04-14,2.13,0.00,4.53,0.93,3.00
東村山市,2020-04-15,1.63,0.00,3.99,0.42,2.28
東村山市,2020-04-16,1.58,0.00,4.03,0.42,2.29
東村山市,2020-04-17,1.52,0.00,4.07,0.43,2.31
東村山市,2020-04-18,1.39,0.00,3.95,0.35,2.18
東村山市,2020-04-19,0.67,0.00,3.53,0.18,1.76
東村山市,2020-04-20,0.68,0.00,3.57,0.17,1.76
東村山市,2020-04-21,0.68,0.00,3.61,0.16,1.76
東村山市,2020-04-22,0.69,0.00,3.65,0.17,1.78
東村山市,2020-04-23,0.69,0.00,3.68,0.17,1.79
東村山市,2020-04-24,0.70,0.00,3.72,0.18,1.81
東村山市,2020-04-25,0.58,0.00,3.31,0.06,1.46
東村山市,2020-04-26,0.59,0.00,3.35,0.08,1.49
東村山市,2020-04-27,0.60,0.00,3.38,0.11,1.53
東村山市,2020-04-28,0.53,0.00,3.02,0.08,1.31
東村山市,2020-04-29,0.55,0.00,3.06,0.06,1.31
東村山市,2020-04-30,0.57,0.00,3.10,0.06,1.33
東村山市,2020-05-01,0.58,0.00,3.14,0.13,1.41
東村山市,2020-05-02,0.59,0.00,3.10,0.08,1.36
東村山市,2020-05-03,0.60,0.00,3.06,0.12,1.39
東村山市,2020-05-04,0.53,0.00,2.77,0.07,1.20
東村山市,2020-05-05,0.55,0.00,2.82,0.07,1.22
東村山市,2020-05-06,0.56,0.00,2.86,0.08,1.25
板橋区,2020-03-31,3.00,0.86,6.84,1.86,4.27
板橋区,2020-04-01,3.32,1.00,6.93,2.18,4.62
板橋区,2020-04-02,3.04,0.92,5.94,1.94,4.03
板橋区,2020-04-03,3.16,1.02,5.81,2.12,4.12
板橋区,2020-04-04,2.88,0.89,5.19,1.94,3.73
板橋区,2020-04-05,2.68,0.74,4.76,1.79,3.46
板橋区,2020-04-06,2.52,0.63,4.46,1.61,3.21
板橋区,2020-04-07,2.38,0.53,4.22,1.61,3.15
板橋区,2020-04-08,2.27,0.43,4.01,1.43,2.94
板橋区,2020-04-09,2.17,0.31,3.80,1.30,2.79
板橋区,2020-04-10,2.25,0.42,3.91,1.41,2.89
板橋区,2020-04-11,2.12,0.30,3.67,1.26,2.71
板橋区,2020-04-12,2.00,0.25,3.51,1.18,2.60
板橋区,2020-04-13,1.73,0.08,3.14,0.93,2.31
板橋区,2020-04-14,1.48,0.01,2.89,0.68,2.02
板橋区,2020-04-15,1.42,0.00,2.87,0.67,2.01
板橋区,2020-04-16,1.58,0.00,3.01,0.75,2.14
板橋区,2020-04-17,1.70,0.06,3.15,0.88,2.29
板橋区,2020-04-18,1.60,0.03,3.03,0.78,2.16
板橋区,2020-04-19,1.70,0.10,3.14,0.93,2.31
板橋区,2020-04-20,1.41,0.00,2.81,0.58,1.89
板橋区,2020-04-21,1.11,0.00,2.62,0.35,1.58
板橋区,2020-04-22,1.03,0.00,2.60,0.40,1.61
板橋区,2020-04-23,0.96,0.00,2.58,0.33,1.53
板橋区,2020-04-24,0.70,0.00,2.43,0.22,1.33
板橋区,2020-04-25,0.68,0.00,2.45,0.21,1.32
板橋区,2020-04-26,0.68,0.00,2.46,0.21,1.32
板橋区,2020-04-27,0.58,0.00,2.33,0.13,1.16
板橋区,2020-04-28,0.58,0.00,2.37,0.14,1.18
板橋区,2020-04-29,0.69,0.00,2.55,0.20,1.34
板橋区,2020-04-30,0.70,0.00,2.55,0.19,1.33
板橋区,2020-05-01,0.69,0.00,2.54,0.18,1.32
板橋区,2020-05-02,0.69,0.00,2.54,0.17,1.31
板橋区,2020-05-03,0.68,0.00,2.54,0.16,1.30
板橋区,2020-05-04,0.58,0.00,2.39,0.10,1.15
板橋区,2020-05-05,0.58,0.00,2.42,0.10,1.16
板橋区,2020-05-06,0.52,0.00,2.30,0.09,1.07
武蔵村山市,2020-03-31,3.00,0.86,6.84,1.86,4.27
武蔵村山市,2020-04-01,3.03,0.87,6.96,1.84,4.29
武蔵村山市,2020-04-02,3.06,0.81,7.01,1.82,4.31
武蔵村山市,2020-04-03,3.08,0.76,7.06,1.91,4.43
武蔵村山市,2020-04-04,3.11,0.64,7.04,1.86,4.42
武蔵村山市,2020-04-05,2.61,0.43,5.67,1.56,3.70
武蔵村山市,2020-04-06,2.63,0.35,5.66,1.56,3.74
武蔵村山市,2020-04-07,2.66,0.30,5.67,1.54,3.76
武蔵村山市,2020-04-08,2.67,0.20,5.63,1.51,3.77
武蔵村山市,2020-04-09,2.69,0.21,5.68,1.47,3.77
武蔵村山市,2020-04-10,2.70,0.13,5.65,1.53,3.86
武蔵村山市,2020-04-11,2.72,0.10,5.66,1.46,3.83
武蔵村山市,2020-04-12,2.73,0.13,5.72,1.49,3.89
武蔵村山市,2020-04-13,2.74,0.07,5.70,1.54,3.97
武蔵村山市,2020-04-14,2.75,0.08,5.74,1.39,3.86
武蔵村山市,2020-04-15,2.76,0.02,5.72,1.38,3.88
武蔵村山市,2020-04-16,2.76,0.01,5.74,1.36,3.89
武蔵村山市,2020-04-17,2.77,0.01,5.77,1.32,3.88
武蔵村山市,2020-04-18,2.77,0.00,5.79,1.40,3.98
武蔵村山市,2020-04-19,2.77,0.00,5.82,1.33,3.94
武蔵村山市,2020-04-20,2.77,0.00,5.85,1.25,3.89
武蔵村山市,2020-04-21,2.77,0.00,5.87,1.28,3.94
武蔵村山市,2020-04-22,2.77,0.00,5.90,1.33,4.01
武蔵村山市,2020-04-23,2.77,0.00,5.93,1.19,3.90
武蔵村山市,2020-04-24,2.77,0.00,5.95,1.18,3.91
武蔵村山市,2020-04-25,2.76,0.00,5.98,1.17,3.92
武蔵村山市,2020-04-26,2.75,0.00,6.01,1.14,3.91
武蔵村山市,2020-04-27,2.75,0.00,6.03,1.10,3.89
武蔵村山市,2020-04-28,2.74,0.00,6.06,1.05,3.86
武蔵村山市,2020-04-29,2.73,0.00,6.08,0.98,3.81
武蔵村山市,2020-04-30,2.72,0.00,6.11,1.07,3.91
武蔵村山市,2020-05-01,2.71,0.00,6.13,0.96,3.82
武蔵村山市,2020-05-02,2.69,0.00,6.16,1.07,3.94
武蔵村山市,2020-05-03,0.77,0.00,4.97,0.19,2.46
武蔵村山市,2020-05-04,0.76,0.00,5.00,0.23,2.50
武蔵村山市,2020-05-05,0.77,0.00,5.03,0.19,2.47
武蔵村山市,2020-05-06,0.78,0.00,5.06,0.25,2.53
武蔵野市,2020-03-31,3.00,0.86,6.84,1.86,4.27
武蔵野市,2020-04-01,3.03,0.87,6.96,1.84,4.29
武蔵野市,2020-04-02,2.58,0.63,5.63,1.57,3.60
武蔵野市,2020-04-03,2.61,0.56,5.67,1.61,3.68
武蔵野市,2020-04-04,2.63,0.56,5.76,1.65,3.76
武蔵野市,2020-04-05,2.66,0.41,5.70,1.53,3.69
武蔵野市,2020-04-06,2.68,0.36,5.72,1.53,3.73
武蔵野市,2020-04-07,2.29,0.14,4.80,1.30,3.27
武蔵野市,2020-04-08,2.31,0.09,4.80,1.30,3.31
武蔵野市,2020-04-09,2.32,0.08,4.83,1.26,3.31
武蔵野市,2020-04-10,2.33,0.06,4.85,1.20,3.29
武蔵野市,2020-04-11,2.27,0.03,4.62,1.17,3.20
武蔵野市,2020-04-12,1.87,0.00,4.07,0.82,2.69
武蔵野市,2020-04-13,1.86,0.00,4.11,0.70,2.60
武蔵野市,2020-04-14,1.84,0.00,4.15,0.71,2.63
武蔵野市,2020-04-15,2.16,0.00,4.39,0.97,2.98
武蔵野市,2020-04-16,0.95,0.00,3.52,0.23,1.85
武蔵野市,2020-04-17,0.82,0.00,3.56,0.21,1.84
武蔵野市,2020-04-18,0.61,0.00,3.15,0.18,1.57
武蔵野市,2020-04-19,0.63,0.00,3.13,0.13,1.51
武蔵野市,2020-04-20,0.55,0.00,2.87,0.09,1.31
武蔵野市,2020-04-21,0.57,0.00,2.91,0.06,1.30
武蔵野市,2020-04-22,0.58,0.00,2.96,0.10,1.35
武蔵野市,2020-04-23,0.59,0.00,3.00,0.08,1.35
武蔵野市,2020-04-24,0.60,0.00,3.04,0.14,1.42
武蔵野市,2020-04-25,0.61,0.00,3.08,0.11,1.41
武蔵野市,2020-04-26,0.53,0.00,2.80,0.09,1.24
武蔵野市,2020-04-27,0.55,0.00,2.85,0.08,1.25
武蔵野市,2020-04-28,0.56,0.00,2.89,0.08,1.27
武蔵野市,2020-04-29,0.57,0.00,2.93,0.07,1.28
武蔵野市,2020-04-30,0.51,0.00,2.67,0.06,1.14
武蔵野市,2020-05-01,0.53,0.00,2.71,0.07,1.17
武蔵野市,2020-05-02,0.54,0.00,2.76,0.09,1.21
武蔵野市,2020-05-03,0.56,0.00,2.80,0.10,1.24
武蔵野市,2020-05-04,0.57,0.00,2.84,0.11,1.27
武蔵野市,2020-05-05,0.58,0.00,2.83,0.07,1.24
武蔵野市,2020-05-06,0.52,0.00,2.59,0.08,1.13
江戸川区,2020-03-31,3.00,0.86,6.84,1.86,4.27
江戸川区,2020-04-01,2.90,0.85,6.22,1.80,4.00
江戸川区,2020-04-02,2.82,0.78,5.81,1.76,3.83
江戸川区,2020-04-03,2.74,0.70,5.51,1.77,3.75
江戸川区,2020-04-04,2.99,0.84,5.74,1.95,3.98
江戸川区,2020-04-05,2.54,0.57,4.92,1.58,3.39
江戸川区,2020-04-06,2.49,0.43,4.72,1.55,3.34
江戸川区,2020-04-07,2.45,0.35,4.58,1.47,3.25
江戸川区,2020-04-08,2.65,0.51,4.85,1.64,3.46
江戸川区,2020-04-09,3.04,0.85,5.24,2.04,3.86
江戸川区,2020-04-10,3.19,1.08,5.21,2.31,4.01
江戸川区,2020-04-11,2.78,0.84,4.58,1.88,3.43
江戸川区,2020-04-12,2.33,0.53,3.98,1.51,2.96
江戸川区,2020-04-13,2.16,0.38,3.69,1.33,2.74
江戸川区,2020-04-14,1.87,0.16,3.27,1.05,2.42
江戸川区,2020-04-15,1.94,0.21,3.34,1.19,2.55
江戸川区,2020-04-16,2.12,0.38,3.55,1.32,2.67
江戸川区,2020-04-17,1.95,0.31,3.33,1.21,2.51
江戸川区,2020-04-18,1.81,0.23,3.13,1.04,2.31
江戸川区,2020-04-19,1.42,0.01,2.64,0.66,1.87
江戸川区,2020-04-20,1.19,0.00,2.48,0.48,1.64
江戸川区,2020-04-21,1.11,0.00,2.47,0.46,1.61
江戸川区,2020-04-22,1.04,0.00,2.45,0.43,1.57
江戸川区,2020-04-23,0.98,0.00,2.44,0.39,1.52
江戸川区,2020-04-24,0.93,0.00,2.42,0.36,1.48
江戸川区,2020-04-25,0.70,0.00,2.29,0.21,1.26
江戸川区,2020-04-26,0.69,0.00,2.30,0.20,1.25
江戸川区,2020-04-27,0.69,0.00,2.31,0.19,1.24
江戸川区,2020-04-28,0.58,0.00,2.20,0.13,1.11
江戸川区,2020-04-29,0.59,0.00,2.23,0.13,1.12
江戸川区,2020-04-30,0.60,0.00,2.25,0.13,1.13
江戸川区,2020-05-01,0.61,0.00,2.28,0.13,1.14
江戸川区,2020-05-02,0.61,0.00,2.30,0.21,1.22
江戸川区,2020-05-03,0.61,0.00,2.32,0.18,1.20
江戸川区,2020-05-04,0.54,0.00,2.20,0.08,1.04
江戸川区,2020-05-05,0.55,0.00,2.24,0.12,1.09
江戸川区,2020-05-06,0.56,0.00,2.28,0.10,1.09
江東区,2020-03-31,3.00,0.86,6.84,1.86,4.27
江東区,2020-04-01,2.90,0.85,6.22,1.80,4.00
江東区,2020-04-02,2.82,0.78,5.81,1.76,3.83
江東区,2020-04-03,3.08,0.92,6.03,1.99,4.11
江東区,2020-04-04,2.88,0.83,5.48,1.89,3.82
江東区,2020-04-05,3.00,0.88,5.41,2.04,3.92
江東区,2020-04-06,2.77,0.74,4.92,1.80,3.54
江東区,2020-04-07,2.81,0.83,4.86,1.93,3.60
江東区,2020-04-08,2.78,0.89,4.72,1.88,3.47
江東区,2020-04-09,2.70,0.82,4.45,1.86,3.36
江東区,2020-04-10,2.44,0.66,4.07,1.61,3.03
江東区,2020-04-11,2.10,0.35,3.56,1.30,2.66
江東区,2020-04-12,1.69,0.09,3.03,0.97,2.28
江東区,2020-04-13,1.47,0.03,2.82,0.72,2.01
江東区,2020-04-14,1.42,0.00,2.80,0.66,1.96
江東区,2020-04-15,1.55,0.01,2.94,0.74,2.09
江東区,2020-04-16,1.48,0.00,2.89,0.67,2.01
江東区,2020-04-17,1.61,0.05,3.03,0.77,2.14
江東区,2020-04-18,1.52,0.00,2.91,0.74,2.08
江東区,2020-04-19,1.44,0.00,2.84,0.61,1.93
江東区,2020-04-20,1.36,0.00,2.78,0.63,1.92
江東区,2020-04-21,1.29,0.00,2.72,0.52,1.79
江東区,2020-04-22,1.22,0.00,2.68,0.44,1.69
江東区,2020-04-23,1.15,0.00,2.63,0.39,1.62
江東区,2020-04-24,1.08,0.00,2.59,0.35,1.56
江東区,2020-04-25,0.79,0.00,2.43,0.24,1.36
江東区,2020-04-26,0.76,0.00,2.43,0.26,1.37
江東区,2020-04-27,0.62,0.00,2.30,0.18,1.21
江東区,2020-04-28,0.62,0.00,2.32,0.14,1.18
江東区,2020-04-29,0.63,0.00,2.34,0.19,1.23
江東区,2020-04-30,0.75,0.00,2.49,0.21,1.34
江東区,2020-05-01,1.17,0.00,2.76,0.43,1.70
江東区,2020-05-02,1.12,0.00,2.67,0.43,1.66
江東区,2020-05-03,1.08,0.00,2.60,0.39,1.59
江東区,2020-05-04,0.82,0.00,2.41,0.25,1.36
江東区,2020-05-05,0.79,0.00,2.39,0.22,1.32
江東区,2020-05-06,0.64,0.00,2.26,0.16,1.18
清瀬市,2020-03-31,3.00,0.86,6.84,1.86,4.27
清瀬市,2020-04-01,3.03,0.87,6.96,1.84,4.29
清瀬市,2020-04-02,3.06,0.81,7.01,1.82,4.31
清瀬市,2020-04-03,3.08,0.76,7.06,1.91,4.43
清瀬市,2020-04-04,3.11,0.64,7.04,1.86,4.42
清瀬市,2020-04-05,2.61,0.43,5.67,1.56,3.70
清瀬市,2020-04-06,2.63,0.35,5.66,1.56,3.74
清瀬市,2020-04-07,2.66,0.30,5.67,1.54,3.76
清瀬市,2020-04-08,2.67,0.20,5.63,1.51,3.77
清瀬市,2020-04-09,2.69,0.21,5.68,1.47,3.77
清瀬市,2020-04-10,2.60,0.16,5.29,1.45,3.64
清瀬市,2020-04-11,2.18,0.00,4.50,1.03,3.04
清瀬市,2020-04-12,2.18,0.01,4.54,1.03,3.07
清瀬市,2020-04-13,1.71,0.00,3.88,0.64,2.44
清瀬市,2020-04-14,1.00,0.00,3.50,0.27,1.88
清瀬市,2020-04-15,0.83,0.00,3.54,0.25,1.87
清瀬市,2020-04-16,0.80,0.00,3.58,0.24,1.87
清瀬市,2020-04-17,0.79,0.00,3.62,0.24,1.88
清瀬市,2020-04-18,0.46,0.00,2.66,0.01,1.10
清瀬市,2020-04-19,0.50,0.00,2.70,0.10,1.20
清瀬市,2020-04-20,0.53,0.00,2.70,0.07,1.18
清瀬市,2020-04-21,0.49,0.00,2.49,0.03,1.04
清瀬市,2020-04-22,0.51,0.00,2.54,0.05,1.08
清瀬市,2020-04-23,0.52,0.00,2.59,0.08,1.13
清瀬市,2020-04-24,0.54,0.00,2.63,0.11,1.18
清瀬市,2020-04-25,0.55,0.00,2.68,0.06,1.16
清瀬市,2020-04-26,0.56,0.00,2.72,0.07,1.19
清瀬市,2020-04-27,0.57,0.00,2.77,0.08,1.22
清瀬市,2020-04-28,0.57,0.00,2.81,0.08,1.24
清瀬市,2020-04-29,0.58,0.00,2.86,0.08,1.26
清瀬市,2020-04-30,0.58,0.00,2.90,0.08,1.28
清瀬市,2020-05-01,0.59,0.00,2.94,0.08,1.30
清瀬市,2020-05-02,0.59,0.00,2.98,0.15,1.38
清瀬市,2020-05-03,0.60,0.00,3.03,0.13,1.38
